hand,P1,B1,P2,B2,P3,B3,player_3rd,banker_3rd,xgb_prob,nn_prob,bet_made,unit_size,result,outcome,bankroll
29,5.0,0.0,4.0,8.0,0,8,1,1,0.463,0.5044,Player,0,NO BET,16,
30,0.0,3.0,1.0,1.0,5,0,1,1,0.463,0.5078,Player,0,NO BET,16,
31,0.0,0.0,1.0,9.0,1,5,0,0,0.5086,0.5397,Banker,0,NO BET,16,
32,0.0,3.0,0.0,0.0,3,0,1,1,0.4674,0.5118,Player,0,NO BET,16,
33,0.0,0.0,2.0,9.0,2,0,0,0,0.5124,0.5417,Player,0,NO BET,16,
34,0.0,0.0,9.0,0.0,0,0,0,0,0.5124,0.5425,Player,0,NO BET,16,
35,0.0,0.0,3.0,6.0,0,0,0,0,0.5124,0.5463,Player,0,NO BET,16,
36,0.0,0.0,3.0,8.0,8,3,1,0,0.6712,0.6117,Tie,3,NO BET,16,
37,0.0,0.0,0.0,0.0,4,5,0,0,0.5158,0.5506,Banker,0,NO BET,16,
38,0.0,0.0,6.0,0.0,8,0,0,0,0.5158,0.5522,Banker,0,NO BET,16,
39,0.0,0.0,0.0,9.0,0,0,0,0,0.5158,0.5541,Player,0,NO BET,16,
40,0.0,1.0,7.0,4.0,0,6,1,1,0.4688,0.5214,Banker,0,NO BET,16,
41,0.0,6.0,8.0,0.0,6,0,1,0,0.6734,0.6206,Player,3,LOSS,13,
42,0.0,1.0,1.0,9.0,0,0,1,1,0.4691,0.53,Tie,0,NO BET,13,
43,9.0,1.0,0.0,0.0,0,2,1,1,0.4691,0.5334,Banker,0,NO BET,13,
44,7.0,3.0,0.0,0.0,7,0,1,1,0.466,0.534,Player,1,WIN,14,
45,0.0,6.0,8.0,6.0,1,2,1,0,0.6789,0.6466,Banker,3,WIN,17,
1,0.0,4.0,1.0,0.0,7,9,1,0,0.7902,0.5363,Banker,2,WIN,45,
2,0.0,0.0,2.0,5.0,9,0,0,0,0.4885,0.5079,Banker,0,NO BET,45,
3,0.0,0.0,3.0,0.0,0,9,0,0,0.4885,0.5088,Banker,0,NO BET,45,
4,2.0,0.0,0.0,0.0,5,0,1,1,0.4565,0.4959,Player,0,NO BET,45,
5,0.0,0.0,0.0,6.0,8,5,0,0,0.4882,0.5032,Unknown,0,NO BET,45,
6,0.0,0.0,7.0,2.0,0,2,0,0,0.4896,0.5034,Player,0,NO BET,45,
7,0.0,0.0,2.0,1.0,3,0,1,0,0.7841,0.5426,Banker,2,WIN,47,
8,0.0,0.0,6.0,2.0,7,6,0,0,0.4896,0.5021,Player,0,NO BET,47,
1,0.0,3.0,2.0,4.0,3,0,1,0,0.7902,0.5402,Banker,2,WIN,40,
2,0.0,5.0,0.0,0.0,1,9,1,1,0.4516,0.4957,Banker,0,NO BET,40,
3,0.0,5.0,0.0,6.0,0,0,1,0,0.786,0.5388,Banker,2,WIN,42,
4,8.0,7.0,1.0,0.0,0,7,1,1,0.4589,0.4937,Banker,0,NO BET,42,
5,0.0,5.0,3.0,0.0,2,7,1,1,0.4607,0.4955,Player,0,NO BET,42,
6,0.0,7.0,0.0,8.0,6,7,1,0,0.7857,0.5444,Player,2,LOSS,40,
7,0.0,0.0,4.0,7.0,8,3,1,0,0.7828,0.5445,Player,2,LOSS,38,
8,0.0,0.0,6.0,0.0,6,0,0,0,0.4899,0.5038,Tie,0,NO BET,38,
9,0.0,0.0,3.0,0.0,0,9,0,0,0.4846,0.5035,Banker,0,NO BET,38,
10,0.0,0.0,0.0,5.0,0,2,1,0,0.7566,0.5419,Banker,3,WIN,41,
11,0.0,1.0,5.0,1.0,4,5,1,0,0.7566,0.5378,Player,3,LOSS,38,
12,0.0,0.0,0.0,0.0,5,3,0,0,0.4886,0.4963,Banker,0,NO BET,38,
13,0.0,0.0,6.0,0.0,1,6,0,0,0.5211,0.4946,Banker,0,NO BET,38,
14,0.0,0.0,9.0,3.0,0,9,0,0,0.5165,0.4957,Banker,0,NO BET,38,
15,0.0,6.0,8.0,7.0,9,3,1,0,0.6741,0.5453,Player,2,LOSS,36,
16,0.0,1.0,3.0,3.0,1,0,1,0,0.6741,0.5486,Tie,2,NO BET,36,
17,0.0,8.0,5.0,9.0,5,0,1,0,0.6741,0.5475,Banker,2,WIN,38,
18,1.0,0.0,4.0,0.0,2,0,1,1,0.4752,0.4972,Banker,0,NO BET,38,
19,0.0,0.0,0.0,3.0,0,7,0,0,0.5202,0.5063,Tie,0,NO BET,38,
20,0.0,0.0,5.0,1.0,8,9,0,0,0.5198,0.5066,Banker,0,NO BET,38,
21,0.0,0.0,1.0,0.0,0,6,0,0,0.5198,0.5063,Banker,0,NO BET,38,
22,0.0,0.0,9.0,3.0,4,5,0,0,0.5198,0.5072,Banker,0,NO BET,38,
23,0.0,0.0,6.0,5.0,0,0,1,1,0.4692,0.4974,Banker,0,NO BET,38,
24,1.0,0.0,4.0,0.0,2,8,1,1,0.4692,0.4985,Player,0,NO BET,38,
25,0.0,0.0,4.0,4.0,3,8,0,0,0.5202,0.5124,Player,0,NO BET,38,
26,0.0,0.0,7.0,0.0,7,2,0,0,0.5202,0.5145,Banker,0,NO BET,38,
27,0.0,0.0,3.0,5.0,7,4,0,0,0.5202,0.5168,Player,0,NO BET,38,
28,0.0,0.0,8.0,0.0,9,0,0,0,0.5202,0.5175,Banker,0,NO BET,38,
29,0.0,0.0,4.0,6.0,9,0,0,0,0.5139,0.5204,Banker,0,NO BET,38,
30,0.0,0.0,7.0,0.0,2,7,0,0,0.5143,0.524,Banker,0,NO BET,38,
31,0.0,8.0,4.0,8.0,7,0,1,0,0.6718,0.5669,Banker,3,WIN,41,
32,0.0,9.0,8.0,8.0,7,9,1,0,0.6742,0.572,Player,3,LOSS,38,
33,0.0,0.0,0.0,8.0,6,0,1,0,0.674,0.5759,Banker,3,WIN,41,
34,0.0,0.0,0.0,4.0,0,0,1,0,0.674,0.5775,Banker,3,WIN,44,
35,0.0,0.0,3.0,4.0,1,6,0,0,0.5144,0.5423,Tie,0,NO BET,44,
36,9.0,1.0,0.0,2.0,7,8,1,1,0.4689,0.5148,Player,0,NO BET,44,
37,0.0,0.0,0.0,9.0,2,3,0,0,0.5139,0.5496,Player,0,NO BET,44,
38,0.0,0.0,0.0,0.0,7,3,1,0,0.6724,0.6012,Banker,3,WIN,47,
39,6.0,6.0,1.0,0.0,5,0,1,1,0.4689,0.5169,Player,0,NO BET,47,
40,0.0,0.0,0.0,4.0,3,0,1,0,0.6724,0.6084,Banker,3,WIN,50,
41,0.0,0.0,2.0,0.0,3,4,0,0,0.5144,0.5597,Tie,0,NO BET,50,
42,0.0,3.0,9.0,5.0,5,8,1,1,0.4698,0.5145,Player,0,NO BET,50,
43,0.0,0.0,4.0,7.0,7,3,1,1,0.4601,0.5127,Player,1,WIN,51,
44,0.0,0.0,8.0,1.0,0,8,0,0,0.5159,0.5556,Player,0,NO BET,51,
45,0.0,0.0,0.0,5.0,8,0,0,0,0.5159,0.5535,Banker,0,NO BET,51,
46,0.0,0.0,2.0,2.0,0,4,0,0,0.504,0.555,Tie,0,NO BET,51,
47,0.0,0.0,0.0,9.0,7,9,0,0,0.504,0.5565,Player,0,NO BET,51,
48,0.0,0.0,1.0,6.0,6,0,0,0,0.504,0.5575,Player,0,NO BET,51,
49,0.0,9.0,6.0,0.0,4,8,1,0,0.6624,0.6422,Banker,3,WIN,54,
50,0.0,1.0,0.0,2.0,8,2,1,1,0.4476,0.5186,Player,1,WIN,55,
1,6.0,5.0,2.0,0.0,0,5,1,1,0.4516,0.4905,Banker,0,NO BET,55,
2,0.0,0.0,0.0,5.0,4,4,0,0,0.4909,0.5038,Banker,0,NO BET,55,
3,0.0,0.0,2.0,9.0,9,0,0,0,0.4885,0.5032,Banker,0,NO BET,55,
4,0.0,4.0,5.0,6.0,6,0,1,1,0.4565,0.4888,Banker,0,NO BET,55,
5,0.0,0.0,9.0,0.0,9,7,0,0,0.49,0.4984,Player,0,NO BET,55,
6,0.0,0.0,4.0,6.0,0,1,1,0,0.7857,0.5288,Banker,2,WIN,57,
7,0.0,3.0,0.0,6.0,0,0,1,0,0.7857,0.5296,Banker,2,WIN,59,
8,0.0,0.0,9.0,7.0,2,6,0,0,0.5002,0.4951,Banker,0,NO BET,59,
9,0.0,0.0,1.0,5.0,2,7,0,0,0.5007,0.4949,Banker,0,NO BET,59,
10,0.0,8.0,8.0,2.0,2,0,1,0,0.7884,0.5323,Player,3,LOSS,56,
11,0.0,1.0,6.0,5.0,8,6,1,1,0.4735,0.4898,Player,0,NO BET,56,
12,0.0,0.0,6.0,0.0,5,1,1,0,0.7732,0.5322,Tie,3,NO BET,56,
13,0.0,2.0,7.0,5.0,5,2,1,1,0.469,0.4873,Player,0,NO BET,56,
14,0.0,0.0,1.0,7.0,0,8,1,0,0.7673,0.5359,Player,3,LOSS,53,
15,8.0,3.0,5.0,6.0,6,5,1,1,0.4709,0.4881,Player,0,NO BET,53,
16,7.0,8.0,2.0,3.0,4,0,1,1,0.4786,0.4897,Player,0,NO BET,53,
17,6.0,5.0,2.0,1.0,3,0,1,1,0.4815,0.492,Player,0,NO BET,53,
18,0.0,0.0,4.0,7.0,0,7,1,1,0.4681,0.4901,Banker,0,NO BET,53,
19,0.0,0.0,9.0,0.0,6,2,0,0,0.5165,0.5074,Player,0,NO BET,53,
20,0.0,0.0,0.0,5.0,9,9,0,0,0.5161,0.5082,Banker,0,NO BET,53,
21,0.0,0.0,2.0,3.0,4,5,1,0,0.6736,0.5512,Tie,2,NO BET,53,
22,4.0,0.0,0.0,2.0,9,6,1,1,0.4676,0.4939,Banker,0,NO BET,53,
23,0.0,0.0,7.0,2.0,6,3,0,0,0.515,0.5168,Tie,0,NO BET,53,
24,0.0,0.0,7.0,1.0,0,0,1,0,0.6721,0.565,Player,3,LOSS,50,
25,3.0,0.0,8.0,5.0,7,2,1,1,0.4659,0.4953,Banker,0,NO BET,50,
26,0.0,9.0,2.0,7.0,0,0,1,0,0.6668,0.5737,Banker,3,WIN,53,
27,5.0,0.0,0.0,0.0,9,0,1,1,0.4663,0.4965,Player,0,NO BET,53,
28,3.0,1.0,9.0,1.0,4,0,1,1,0.4663,0.506,Player,0,NO BET,53,
29,8.0,6.0,5.0,7.0,1,0,1,1,0.4665,0.5113,Player,0,NO BET,53,
30,0.0,0.0,5.0,4.0,4,0,0,0,0.5112,0.5386,Player,0,NO BET,53,
31,0.0,0.0,0.0,2.0,3,8,1,1,0.4687,0.5163,Player,0,NO BET,53,
32,0.0,0.0,0.0,8.0,0,0,0,0,0.5112,0.5392,Player,0,NO BET,53,
33,0.0,0.0,9.0,3.0,3,6,0,0,0.5094,0.5465,Banker,0,NO BET,53,
34,0.0,0.0,5.0,3.0,8,2,0,0,0.5094,0.5472,Player,0,NO BET,53,
35,0.0,7.0,0.0,0.0,1,7,1,0,0.6676,0.6028,Banker,3,WIN,56,
36,0.0,0.0,0.0,8.0,6,0,0,0,0.5109,0.5503,Player,0,NO BET,56,
37,0.0,0.0,1.0,0.0,0,8,1,0,0.6676,0.6071,Player,3,LOSS,53,
